approach,from_version,to_version,scenario_id,scenario_name,difficulty,challenge_type,description,step_budget,event_prev,event_curr,steps_prev,steps_curr,step_delta,trace_changed,event_changed,steps_changed,pure_trace_drift,outcome_drift,change_type
gpt_sdd_b,3,4,6,medium_straight_narrow_corridor,medium,corridor,Narrow one-cell-wide corridor running straight through the map.,15,TIMEOUT,GOAL_REACHED,15,7,-8,True,True,True,False,True,improvement
gpt_sdd_b,3,4,7,medium_s_shaped_path,medium,corridor,S-shaped corridor with two forced turns.,20,TIMEOUT,TIMEOUT,20,20,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,8,medium_central_obstacle,medium,single_detour,Large central obstacle can be navigated around either side.,20,TIMEOUT,TIMEOUT,20,20,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,9,medium_single_valid_detour,medium,single_detour,Direct route is blocked and only one detour gap is available.,18,TIMEOUT,TIMEOUT,18,18,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,10,medium_dead_end_corridors,medium,dead_end,Two corridor choices exist; one is a dead end and one reaches the goal.,20,TIMEOUT,TIMEOUT,20,20,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,11,hard_maze_one_dead_end,hard,dead_end,Maze-like layout with one dead end before the correct path.,24,TIMEOUT,TIMEOUT,24,24,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,12,hard_u_trap_goal,hard,counterintuitive,U-shaped trap in front of the goal requiring the robot to go around.,24,TIMEOUT,TIMEOUT,24,24,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,13,hard_long_detour_budget,hard,counterintuitive,Long detour required; naive direct movement exhausts the tight budget.,26,TIMEOUT,TIMEOUT,26,26,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,14,hard_two_dead_ends,hard,dead_end,"Two dead ends and one correct path, with the correct route initially counterintuitive.",28,TIMEOUT,TIMEOUT,28,28,0,True,False,False,True,False,drift
gpt_sdd_b,3,4,15,hard_move_away_corridor,hard,counterintuitive,Corridor forces the robot to move away from the nearby goal before reaching it.,22,TIMEOUT,TIMEOUT,22,22,0,True,False,False,True,False,drift
